Original Sentence,Modified Sentence,Modification Type,semantic_relationship
"Those responsible for the theft even created a Facebook page to keep fans updated about Ollie's adventures since being snatched.","Oddly the thieves created a Facebook page to keep fans updated on Ollie's adventures since he was snatched.","antonym","Predicted Relationship: entailment with 99.63% confidence."
"The owl has been pictured sunning itself on a beach after it was 'kidnapped' from a Nottingham pub .","The owl sunbathing on the beach after being kidnapped from a pub in Nottingham.","RD","Predicted Relationship: entailment with 99.72% confidence."
"The owl has been pictured sunning itself on a beach after it was 'kidnapped' from a Nottingham pub .","Picture: Owl sunbathing on the beach later on kidnapping in a pub in Nottingham.","hypernym","Predicted Relationship: entailment with 99.74% confidence."
"The owl has been pictured sunning itself on a beach after it was 'kidnapped' from a Nottingham pub .","Picture: A sunken owl on the beach after being kidnapped from a pub in Nottingham.","polarity_negation","Predicted Relationship: contradiction with 90.97% confidence."
"The owl has been pictured sunning itself on a beach after it was 'kidnapped' from a Nottingham pub .","Picture of the city where a pub was kidnapped after an owl sunbathing on the beach in Nottingham.","RS","Predicted Relationship: contradiction with 83.38% confidence."
"The owl has been pictured sunning itself on a beach after it was 'kidnapped' from a Nottingham pub .","Picture: Owls sunbathing on the beach after being kidnapped from a pub in Nottingham.","antonym","Predicted Relationship: entailment with 96.39% confidence."
"The wooden ornament even took a trip on the back of a camel on its travels .","Even while traveling the ornaments of the camel took a trip on the back of the camel.","RD","Predicted Relationship: entailment with 50.57% confidence."
"The wooden ornament even took a trip on the back of a camel on its travels .","Even wood ornaments took a trip on the back of a camel during their jaunt.","hypernym","Predicted Relationship: entailment with 99.92% confidence."
"The wooden ornament even took a trip on the back of a camel on its travels .","The wood ornaments on the back of the camels did not even take a trip while traveling.","polarity_negation","Predicted Relationship: contradiction with 99.61% confidence."
"The wooden ornament even took a trip on the back of a camel on its travels .","Even ornaments take wood trips on the backs of camels while traveling.","RS","Predicted Relationship: entailment with 99.29% confidence."
"The wooden ornament even took a trip on the back of a camel on its travels .","The back of the camel was a trip uneventful with wood ornaments.","antonym","Predicted Relationship: neutral with 90.04% confidence."
"Incredibly, the wooden statue has already jetted off to Belfast, Benidorm and even Tunisia despite only going missing a month ago.","The wood statue was already incredibly jetted into Belfast Benidorm and even Tunisia despite being missing a month ago.","RD","Predicted Relationship: entailment with 99.91% confidence."
"Incredibly, the wooden statue has already jetted off to Belfast, Benidorm and even Tunisia despite only going missing a month ago.","The club statue was already incredibly jetted into Belfast Benidorm and even Tunisia only a month ago.","hypernym","Predicted Relationship: neutral with 95.68% confidence."
"Incredibly, the wooden statue has already jetted off to Belfast, Benidorm and even Tunisia despite only going missing a month ago.","The wood statue was already incredibly jetted into the unincorporated island of Belfast and even into Tunisia only a month ago.","polarity_negation","Predicted Relationship: neutral with 67.83% confidence."
"Incredibly, the wooden statue has already jetted off to Belfast, Benidorm and even Tunisia despite only going missing a month ago.","The wood statue was already incredibly jetted into Benidorm and even Tunisia only a month earlier than in Belfast.","RS","Predicted Relationship: contradiction with 91.39% confidence."
"Incredibly, the wooden statue has already jetted off to Belfast, Benidorm and even Tunisia despite only going missing a month ago.","The wooden statue was already incredibly jetted into Belfast Benidorm and even Tunisia only a month ago.","antonym","Predicted Relationship: entailment with 94.34% confidence."
"Pictures posted on the 'Oliver Howel' Facebook page show Ollie sunbathing on a beach towel with an iPod and even taking a ride on the back of a camel.","The picture posted on Oliver Howel's Facebook page shows the person sunbathing in beach towels with an iPod and even riding on the backs of camels.","RD","Predicted Relationship: entailment with 97.89% confidence."
"Pictures posted on the 'Oliver Howel' Facebook page show Ollie sunbathing on a beach towel with an iPod and even taking a ride on the back of a camel.","The picture posted on Oliver Howel's Facebook page shows Ollie lying on beach towels with an iPod and even riding on the back of a camel.","hypernym","Predicted Relationship: entailment with 99.88% confidence."
"Pictures posted on the 'Oliver Howel' Facebook page show Ollie sunbathing on a beach towel with an iPod and even taking a ride on the back of a camel.","The picture posted on Oliver Howel's Facebook page did not show Ollie sunbathing in beach towels with an iPod and even riding on the back of a camel.","polarity_negation","Predicted Relationship: contradiction with 99.59% confidence."
"Pictures posted on the 'Oliver Howel' Facebook page show Ollie sunbathing on a beach towel with an iPod and even taking a ride on the back of a camel.","The picture posted on even Howel's Facebook page shows Ollie sunbathing in beach towels with an iPod and riding on the back of a camel.","RS","Predicted Relationship: entailment with 93.99% confidence."
"Pictures posted on the 'Oliver Howel' Facebook page show Ollie sunbathing on a beach towel with an iPod and even taking a ride on the back of a camel.","The picture posted on Oliver Howel's Facebook page disproves that Ollie sunbathed in beach towels with an iPod and even rode a camel back.","antonym","Predicted Relationship: contradiction with 99.56% confidence."
"He can also be seen perched on a wall overlooking a beach in Benidorm and is seen sitting on a bar next to pint of Guinness in Belfast.","He can also be seen perching on a wall overlooking the beach on Benidorm and sitting in a bar next to a pint in Belfast.","RD","Predicted Relationship: entailment with 99.62% confidence."
"He can also be seen perched on a wall overlooking a beach in Benidorm and is seen sitting on a bar next to pint of Guinness in Belfast.","He can also be seen perching on a wall overlooking the geological formations of Benidorm and sitting in a bar next to a pint of Guinness in Belfast.","hypernym","Predicted Relationship: contradiction with 91.09% confidence."
"He can also be seen perched on a wall overlooking a beach in Benidorm and is seen sitting on a bar next to pint of Guinness in Belfast.","He can also be seen perching on a wall overlooking the beach on unidorm island and sitting in a bar next to a pint of Guinness in Belfast.","polarity_negation","Predicted Relationship: entailment with 91.76% confidence."
"He can also be seen perched on a wall overlooking a beach in Benidorm and is seen sitting on a bar next to pint of Guinness in Belfast.","He can also be seen perching on a wall overlooking the beach at the bar on the island and sitting next to a pint of Guinness in Belfast.","RS","Predicted Relationship: contradiction with 58.19% confidence."
"He can also be seen perched on a wall overlooking a beach in Benidorm and is seen sitting on a bar next to pint of Guinness in Belfast.","He can also be seen perching on a wall that pays attention to the beach on Benidorm and sitting in a bar next to a pint of Guinness in Belfast.","antonym","Predicted Relationship: entailment with 99.37% confidence."
"After boarding a plane from the Spanish holiday resort, Ollie teased his owners with a status update saying: 'Hi I'm off again another plane journey..","After boarding a Spanish holiday resort Ollie teased her owners by updating status to say "Hi off again on another plane journey".","RD","Predicted Relationship: entailment with 98.48% confidence."
"After boarding a plane from the Spanish holiday resort, Ollie teased his owners with a status update saying: 'Hi I'm off again another plane journey..","After boarding the plane from a holiday resort in Spain Ollie teased her owners by updating status to say "Hi off again on another plane journey".","hypernym","Predicted Relationship: entailment with 99.66% confidence."
"After boarding a plane from the Spanish holiday resort, Ollie teased his owners with a status update saying: 'Hi I'm off again another plane journey..","After boarding the plane from a holiday resort in Spain Ollie teased her owners by updating status to say "Hi off again on another plane journey".","polarity_negation","Predicted Relationship: entailment with 99.66% confidence."
"After boarding a plane from the Spanish holiday resort, Ollie teased his owners with a status update saying: 'Hi I'm off again another plane journey..","After boarding the plane from a Spanish holiday resort Ollie teased her owners by updating status to say she was off again on another hi journey.","RS","Predicted Relationship: contradiction with 85.48% confidence."
"After boarding a plane from the Spanish holiday resort, Ollie teased his owners with a status update saying: 'Hi I'm off again another plane journey..","After boarding a plane from a Spanish holiday resort Ollie teased her owners by updating status to say "Hi I'm on again on another plane journey".","antonym","Predicted Relationship: contradiction with 93.02% confidence."
"Today, landlord Richard, who runs the pub with partner Christy Jamieson, 28, said: 'We are missing Ollie but it's been amazing where he's been.",""We're missing Lily but the place she's been is amazing" said Richard who runs with her 28-year-old partner Christy Jamieson.","RD","Predicted Relationship: contradiction with 99.94% confidence."
"Today, landlord Richard, who runs the pub with partner Christy Jamieson, 28, said: 'We are missing Ollie but it's been amazing where he's been.","Today Richard a landlord who runs a pub with his 28-year-old partner Christy Jamieson features: "We miss Ollie but what she's where is amazing."","hypernym","Predicted Relationship: entailment with 96.23% confidence."
"Today, landlord Richard, who runs the pub with partner Christy Jamieson, 28, said: 'We are missing Ollie but it's been amazing where he's been.",""We miss Lily but what she's where is amazing" said Richard who runs the pub with his 28-year-old partner Christy Jamieson today.","polarity_negation","Predicted Relationship: contradiction with 99.91% confidence."
"Today, landlord Richard, who runs the pub with partner Christy Jamieson, 28, said: 'We are missing Ollie but it's been amazing where he's been.",""We're going to miss Ollie but what she's been like is amazing" said Richard who runs with his 28-year-old pub partner Christie today.","RS","Predicted Relationship: entailment with 98.87% confidence."
"Today, landlord Richard, who runs the pub with partner Christy Jamieson, 28, said: 'We are missing Ollie but it's been amazing where he's been.",""We have Lily but what she's there is amazing" said Richard who runs the pub with his 28-year-old partner Christy Jamieson.","antonym","Predicted Relationship: contradiction with 99.50% confidence."
"The £7.99 model perches on a stone rail high above a beach in Benidorm .","The PS7.99 model perched on a rail high above the beach on Benidorm.","RD","Predicted Relationship: entailment with 97.35% confidence."
"The £7.99 model perches on a stone rail high above a beach in Benidorm .","The model which costs 7.99 Lebanese perched on a stone rail high above the beach of Benidorm.","hypernym","Predicted Relationship: entailment with 98.71% confidence."
"The £7.99 model perches on a stone rail high above a beach in Benidorm .","The PS7.99 model is perched on a stone rail high above the beach on Benidorm.","polarity_negation","Predicted Relationship: entailment with 86.86% confidence."
"The £7.99 model perches on a stone rail high above a beach in Benidorm .","The PS7.99 model perched on a stone rail high above the beach on Benidorm.","RS","Predicted Relationship: entailment with 94.31% confidence."
"The £7.99 model perches on a stone rail high above a beach in Benidorm .","The PS7.99 model perched on a stone rail low above the beach on Benidorm.","antonym","Predicted Relationship: contradiction with 48.96% confidence."
"The journey began in Nottingham, pictured here at the National Ice Centre in the city .","Beginning in Nottingham picture taken here at the National Ice Center.","RD","Predicted Relationship: entailment with 99.71% confidence."
"The journey began in Nottingham, pictured here at the National Ice Centre in the city .","The journey began in Nottingham which is produced here at the National Ice Center.","hypernym","Predicted Relationship: neutral with 82.04% confidence."
"The journey began in Nottingham, pictured here at the National Ice Centre in the city .","The journey did not begin in Nottingham pictured here at the National Ice Center.","polarity_negation","Predicted Relationship: contradiction with 99.56% confidence."
"The journey began in Nottingham, pictured here at the National Ice Centre in the city .","The journey began in National pictured here at the Ice Center in New York.","RS","Predicted Relationship: contradiction with 98.91% confidence."
"The journey began in Nottingham, pictured here at the National Ice Centre in the city .","The journey began in Nottingham pictured there at the National Ice Center.","antonym","Predicted Relationship: entailment with 99.77% confidence."
"Pub regular John Wiles, 45, added: 'I can't believe he has got as far as Tunisia.","John Willey 45 a regular Republican added: "I can't believe he's got to get as far as Tunisia."","RD","Predicted Relationship: neutral with 98.85% confidence."
"Pub regular John Wiles, 45, added: 'I can't believe he has got as far as Tunisia.","John Willey 45 a regular Republican added: "I can't believe he's got as far as Tunisia."","hypernym","Predicted Relationship: neutral with 99.03% confidence."
"Pub regular John Wiles, 45, added: 'I can't believe he has got as far as Tunisia.","John Willey 45 a regular Republican added: "I can't believe he's gotn't as far as Tunisia."","polarity_negation","Predicted Relationship: contradiction with 99.85% confidence."
"Pub regular John Wiles, 45, added: 'I can't believe he has got as far as Tunisia.","John Willey 45 a regular Republican added: "I can't believe he's got to get as far as the Tunisian party."","RS","Predicted Relationship: neutral with 98.76% confidence."
"Pub regular John Wiles, 45, added: 'I can't believe he has got as far as Tunisia.","John Willey 45 a regular Republican added: "I can't believe he's got as far as Tunisia."","antonym","Predicted Relationship: neutral with 99.03% confidence."
"The wooden statue is enjoying some sunnier climes than the usual shelf in Nottingham .","The statue of the statue enjoys some more sunny climes than the usual shelf in Nottingham.","RD","Predicted Relationship: entailment with 97.61% confidence."
"The wooden statue is enjoying some sunnier climes than the usual shelf in Nottingham .","The wood statue enjoys some climes more than the usual shelf in Nottingham.","hypernym","Predicted Relationship: entailment with 98.66% confidence."
"The wooden statue is enjoying some sunnier climes than the usual shelf in Nottingham .","The wood statue enjoys not some more sunny climes than the usual shelf in Notting Hill.","polarity_negation","Predicted Relationship: contradiction with 93.92% confidence."
"The wooden statue is enjoying some sunnier climes than the usual shelf in Nottingham .","The statues are more enjoying some of the wooded climes sunny and usually on the usual shelf in Notting Hill.","RS","Predicted Relationship: contradiction with 45.48% confidence."
"The wooden statue is enjoying some sunnier climes than the usual shelf in Nottingham .","The wood statue enjoys some climes that are more resolutely sunny than the usual shelf in Nottingham.","antonym","Predicted Relationship: entailment with 97.97% confidence."
"The owl has had three holidays in less than a month since he was stolen from a pub shelf .","The Owl has had three holiday in less than a month since being stolen from a shelf.","RD","Predicted Relationship: entailment with 99.75% confidence."
"The owl has had three holidays in less than a month since he was stolen from a pub shelf .","The Owl has had three leisure time in less than a month since being stolen from a pub shelf.","hypernym","Predicted Relationship: entailment with 84.14% confidence."
"The owl has had three holidays in less than a month since he was stolen from a pub shelf .","The Owl has not had 3 holiday in less than a month since being stolen from a pub shelf.","polarity_negation","Predicted Relationship: contradiction with 95.57% confidence."
"The owl has had three holidays in less than a month since he was stolen from a pub shelf .","Three owl holidays in less than a pub since being stolen from a month-old shelf.","RS","Predicted Relationship: neutral with 44.74% confidence."
"The owl has had three holidays in less than a month since he was stolen from a pub shelf .","The Owl has had three holiday in less than a month since being stolen from a pub shelf.","antonym","Predicted Relationship: entailment with 99.84% confidence."
"Ollie's kidnappers have also taken the owl to more local locations with pictures of him joining a stag party in a city centre bar and visiting Nottingham Castle.","The owl's kidnappers also took him to a more local location with pictures of him joining a stag party in a bar in the centre of the city and visiting Notting Hill.","RD","Predicted Relationship: contradiction with 93.46% confidence."
"Ollie's kidnappers have also taken the owl to more local locations with pictures of him joining a stag party in a city centre bar and visiting Nottingham Castle.","The material body that kidnapped the owl also took him to a more local location with pictures of him joining a stag party in a bar in the centre of the city and visiting Nottingham Castle.","hypernym","Predicted Relationship: entailment with 98.43% confidence."
"Ollie's kidnappers have also taken the owl to more local locations with pictures of him joining a stag party in a city centre bar and visiting Nottingham Castle.","The owl's kidnappers also took him to a more local location with pictures of him joining a stag party in a bar in the centre of the city and visiting Nottingham Castle.","polarity_negation","Predicted Relationship: entailment with 99.84% confidence."
"Ollie's kidnappers have also taken the owl to more local locations with pictures of him joining a stag party in a city centre bar and visiting Nottingham Castle.","The owl was taken by the kidnappers to a more local location with pictures of her joining a stag party in a bar in the centre of the city and visiting nottingham castle also. Castle","RS","Predicted Relationship: contradiction with 96.14% confidence."
"Ollie's kidnappers have also taken the owl to more local locations with pictures of him joining a stag party in a city centre bar and visiting Nottingham Castle.","The owl's kidnappers also took her to a more local studio with pictures of her joining a stag party in a bar in the centre of the city and visiting Nottingham Castle.","antonym","Predicted Relationship: contradiction with 99.64% confidence."
"He also posted a picture to his 138 Facebook friends perched on the city's famous Robin Hood statue as well as another image showing him at an ice hockey game.","He also posted pictures and another image showing him at an ice hockey game as well as 138 friends perched on a famous city statue the Hood.","RD","Predicted Relationship: entailment with 98.62% confidence."
"He also posted a picture to his 138 Facebook friends perched on the city's famous Robin Hood statue as well as another image showing him at an ice hockey game.","He also posted pictures and another image that sustained him at an ice hockey game as well as 138 friends perched on a famous city statue of Robin Hood on Facebook.","hypernym","Predicted Relationship: entailment with 98.90% confidence."
"He also posted a picture to his 138 Facebook friends perched on the city's famous Robin Hood statue as well as another image showing him at an ice hockey game.","He also posted no pictures another image showing him at an ice hockey game and 138 friends perched on a famous city statue of Robin Hood on Facebook.","polarity_negation","Predicted Relationship: contradiction with 98.88% confidence."
"He also posted a picture to his 138 Facebook friends perched on the city's famous Robin Hood statue as well as another image showing him at an ice hockey game.","He also posted pictures and another image showing him at an ice hockey game along with 138 friends perched on a famous Robin Facebook statue in the city called Hood.","RS","Predicted Relationship: contradiction with 81.92% confidence."
"He also posted a picture to his 138 Facebook friends perched on the city's famous Robin Hood statue as well as another image showing him at an ice hockey game.","He also posted pictures and another image showing him at an ice hockey game and 138 friends perched on an infamy city statue of Robin Hood on Facebook.","antonym","Predicted Relationship: entailment with 97.96% confidence."
"The bird has also popped in to Ye Olde Trip to Jerusalem - reputed to be the oldest pub in England.","The bird also pops in "Ye Oldde Trip to Jerusalem" the pub reputed to be the best in England.","RD","Predicted Relationship: neutral with 98.81% confidence."
"The bird has also popped in to Ye Olde Trip to Jerusalem - reputed to be the oldest pub in England.","The bird also injected in the name Ye Oldde Trip to Jerusalem the pub reputed to be England's oldest.","hypernym","Predicted Relationship: entailment with 50.18% confidence."
"The bird has also popped in to Ye Olde Trip to Jerusalem - reputed to be the oldest pub in England.","The bird also pops in that the pub isn't "Ye Olde Trip to Jerusalem" - reputed to be England's oldest.","polarity_negation","Predicted Relationship: contradiction with 98.12% confidence."
"The bird has also popped in to Ye Olde Trip to Jerusalem - reputed to be the oldest pub in England.","The bird also pops in "Ye Oldde Trip to Jerusalem" the pub reputed to be England's oldest.","RS","Predicted Relationship: entailment with 99.89% confidence."
"The bird has also popped in to Ye Olde Trip to Jerusalem - reputed to be the oldest pub in England.","The bird also pops in "Ye Oldde Trip to Jerusalem" the pub disreputed as England's oldest.","antonym","Predicted Relationship: entailment with 99.91% confidence."
"Landlord Richard Stevenson and landlady Christy Jamieson of the Admiral Rodney in Nottingham with ransom letters sent to the pub  following the 'kidnapping' of their owl ornament .","The landlord Stevenson and the landlady Christine Jamieson were with a ransom letter sent to the pub following the kidnapping of their owl ornaments.","RD","Predicted Relationship: entailment with 99.52% confidence."
"Landlord Richard Stevenson and landlady Christy Jamieson of the Admiral Rodney in Nottingham with ransom letters sent to the pub  following the 'kidnapping' of their owl ornament .","The landlord Richard Stevenson and the landlady Christy Jamieson were with a ransom letter sent to the pub following the kidnapping of their owl change.","hypernym","Predicted Relationship: entailment with 86.11% confidence."
"Landlord Richard Stevenson and landlady Christy Jamieson of the Admiral Rodney in Nottingham with ransom letters sent to the pub  following the 'kidnapping' of their owl ornament .","The landlord Richard Stevenson and the landlady Christy Jamieson were with a ransom letter sent to the pub following the kidnapping of their unborn owl ornament.","polarity_negation","Predicted Relationship: contradiction with 56.70% confidence."
"Landlord Richard Stevenson and landlady Christy Jamieson of the Admiral Rodney in Nottingham with ransom letters sent to the pub  following the 'kidnapping' of their owl ornament .","The landlord Richard Stevenson and the pub landlady Christie Jamieson were with a ransom letter sent to the admiral following the kidnapping of their owl ornaments.","RS","Predicted Relationship: entailment with 99.39% confidence."
"Landlord Richard Stevenson and landlady Christy Jamieson of the Admiral Rodney in Nottingham with ransom letters sent to the pub  following the 'kidnapping' of their owl ornament .","The landlord Richard Stevenson and the landlady Christine Jamieson who abstained from being an admiral were with a ransom letter sent to the pub following the kidnapping of their owl ornaments.","antonym","Predicted Relationship: neutral with 98.02% confidence."
"It's thirsty work for the owl as it continues to travel around the world; pictured here at a Belfast bar .","Here in a Belfast bar pictured a thirsty owl works as he continues his travels around the world.","RD","Predicted Relationship: entailment with 99.83% confidence."
"It's thirsty work for the owl as it continues to travel around the world; pictured here at a Belfast bar .","The owl pictured here in a bar in Belfast works thirstily on it as it continues to move around the world.","hypernym","Predicted Relationship: entailment with 99.86% confidence."
"It's thirsty work for the owl as it continues to travel around the world; pictured here at a Belfast bar .","The owl who isn't pictured here in a Belfast bar works thirstily on it as he continues to travel around the world.","polarity_negation","Predicted Relationship: contradiction with 88.67% confidence."
"It's thirsty work for the owl as it continues to travel around the world; pictured here at a Belfast bar .","The owl pictured here in a bar in the world works thirstily on it as he continues to travel around Belfast.","RS","Predicted Relationship: entailment with 94.69% confidence."
"It's thirsty work for the owl as it continues to travel around the world; pictured here at a Belfast bar .","The owl pictured here in a Belfast bar malfunctioned with thirst as it continued to travel around the world.","antonym","Predicted Relationship: neutral with 96.59% confidence."
"The owl has managed to take in some sights of Belfast, visiting the historic places in the Northern Irish capital .","The owl managed to take in the sights of Northern Ireland's capital Belfast by visiting its historic places.","RD","Predicted Relationship: entailment with 99.92% confidence."
"The owl has managed to take in some sights of Belfast, visiting the historic places in the Northern Irish capital .","The owl managed to take in some of the sights of Northern Ireland's capital Belfast by visiting historic places there.","hypernym","Predicted Relationship: entailment with 99.94% confidence."
"The owl has managed to take in some sights of Belfast, visiting the historic places in the Northern Irish capital .","The owls managed to take in some sights of Northern Ireland's capital Belfast by visiting historic places there.","polarity_negation","Predicted Relationship: entailment with 99.81% confidence."
"The owl has managed to take in some sights of Belfast, visiting the historic places in the Northern Irish capital .","The owl managed to take in some of the sights of Northern Belfast Ireland's capital by visiting historic places in the capital.","RS","Predicted Relationship: entailment with 99.73% confidence."
"The owl has managed to take in some sights of Belfast, visiting the historic places in the Northern Irish capital .","The owl managed to take in all the sights of Belfast Northern Ireland's capital by visiting the historic place there.","antonym","Predicted Relationship: contradiction with 59.99% confidence."
"Landlord Richard bought Ollie from homeware store The Range 18 months ago when the couple took over the pub.","The landlord Richard bought Ollie from the store.","RD","Predicted Relationship: entailment with 99.80% confidence."
"Landlord Richard bought Ollie from homeware store The Range 18 months ago when the couple took over the pub.","The landlord distinguished Richard bought Ollie from a homewares store.","hypernym","Predicted Relationship: entailment with 99.81% confidence."
"Landlord Richard bought Ollie from homeware store The Range 18 months ago when the couple took over the pub.","Lloyd was bought by an unlicensed landlord Richard from a homewares store.","polarity_negation","Predicted Relationship: contradiction with 99.38% confidence."
"Landlord Richard bought Ollie from homeware store The Range 18 months ago when the couple took over the pub.","The landlord bought Ollie from the Richards store.","RS","Predicted Relationship: contradiction with 99.64% confidence."
"Landlord Richard bought Ollie from homeware store The Range 18 months ago when the couple took over the pub.","Richard the landlord bought Ollie from a homewares store.","antonym","Predicted Relationship: entailment with 99.92% confidence."
"The three-inch ornament is part of a set of three that had sat on a shelf in the pub lounge.","The three-dimensional ornament set sits on a shelf in a pub lounge.","RD","Predicted Relationship: entailment with 52.01% confidence."
"The three-inch ornament is part of a set of three that had sat on a shelf in the pub lounge.","A three-inch alter is part of a set of three ornaments sitting on a shelf in a pub lounge.","hypernym","Predicted Relationship: neutral with 64.30% confidence."
"The three-inch ornament is part of a set of three that had sat on a shelf in the pub lounge.","The three-inch set of ornaments sitting on the shelf in the pub lounge are not three.","polarity_negation","Predicted Relationship: contradiction with 97.96% confidence."
"The three-inch ornament is part of a set of three that had sat on a shelf in the pub lounge.","Three pub ornaments are part of a three-piece set of ornaments sitting on a shelf in the 'i' length of the lounge.","RS","Predicted Relationship: neutral with 90.29% confidence."
"The three-inch ornament is part of a set of three that had sat on a shelf in the pub lounge.","The three-inch ornaments are part of a set of three lying on the shelf in the pub lounge.","antonym","Predicted Relationship: entailment with 96.75% confidence."
"In the ransom letter posted to the pub shortly after Ollie went missing, the kidnappers said the bird will be back in time for a charity festival on the August Bank Holiday weekend.","The kidnappers said the birds had returned in time for a charity festival on the weekend of August's Bank Holiday in a ransom letter posted in a pub after Ollie went missing.","RD","Predicted Relationship: contradiction with 98.90% confidence."
"In the ransom letter posted to the pub shortly after Ollie went missing, the kidnappers said the bird will be back in time for a charity festival on the August Bank Holiday weekend.","The kidnappers said the birds returned in time for a charity festival on the weekend of August's Bank Holiday in a ransom letter that was ride-horseback to the pub shortly after Ollie went missing.","hypernym","Predicted Relationship: contradiction with 63.47% confidence."
"In the ransom letter posted to the pub shortly after Ollie went missing, the kidnappers said the bird will be back in time for a charity festival on the August Bank Holiday weekend.","The kidnappers said the birds had returned in time for a charity festival on the weekend of August's "Unbank Holiday" in a ransom letter posted in a pub shortly after Ollie went missing.","polarity_negation","Predicted Relationship: contradiction with 99.77% confidence."
"In the ransom letter posted to the pub shortly after Ollie went missing, the kidnappers said the bird will be back in time for a charity festival on the August Bank Holiday weekend.","The kidnappers said the birds had returned in time for a charity festival on the weekend of August's Bank Holiday in a letter posted in a pub shortly after Olivia went missing and had been ransomed.","RS","Predicted Relationship: contradiction with 79.30% confidence."
"In the ransom letter posted to the pub shortly after Ollie went missing, the kidnappers said the bird will be back in time for a charity festival on the August Bank Holiday weekend.","The kidnappers said the birds had returned in time for a charity festival on the weekend of August's Bank Holiday in a ransom letter posted in a pub shortly after Ollie's attention.","antonym","Predicted Relationship: contradiction with 99.66% confidence."
"The jovial note, which arrived in a brown envelope with a Nottingham postal stamp, stated: 'I have been taken against my will...kidnapped.","A note arrived in a brown envelope with a Nottingham post stamp stated that I was taken unwillingly and kidnapped.","RD","Predicted Relationship: entailment with 99.94% confidence."
"The jovial note, which arrived in a brown envelope with a Nottingham postal stamp, stated: 'I have been taken against my will...kidnapped.","A jovial note that arrived in a brown envelope with a Sticky Nottingham stamp stated that I was taken unwillingly and kidnapped.","hypernym","Predicted Relationship: neutral with 99.16% confidence."
"The jovial note, which arrived in a brown envelope with a Nottingham postal stamp, stated: 'I have been taken against my will...kidnapped.","A jovial note that arrived in a brown envelope with a Nottingham post stamp stated that I was taken unwillingly and kidnapped.","polarity_negation","Predicted Relationship: entailment with 99.92% confidence."
"The jovial note, which arrived in a brown envelope with a Nottingham postal stamp, stated: 'I have been taken against my will...kidnapped.","A post note arrived in a brown envelope with a jovial Nottingham stamp stated that I was taken unwillingly and kidnapped.","RS","Predicted Relationship: entailment with 99.91% confidence."
"The jovial note, which arrived in a brown envelope with a Nottingham postal stamp, stated: 'I have been taken against my will...kidnapped.","A jovial note that arrived in a brown envelope with a Nottingham post stamp stated that I had been given unwillingly and kidnapped.","antonym","Predicted Relationship: entailment with 98.31% confidence."
"The visit to Belfast also brings the opportunity for the owl to read up some history of the city .","A visit to the city also brought the opportunity for the owl to read up on some of its history.","RD","Predicted Relationship: entailment with 99.82% confidence."
"The visit to Belfast also brings the opportunity for the owl to read up some history of the city .","The visit to Belfast also brought an opportunity for the owl to read up on some of the history of the area.","hypernym","Predicted Relationship: entailment with 99.74% confidence."
"The visit to Belfast also brings the opportunity for the owl to read up some history of the city .","A visit to Belfast also brought the opportunity for the owl to read up on some of the city's unkown history.","polarity_negation","Predicted Relationship: neutral with 97.80% confidence."
"The visit to Belfast also brings the opportunity for the owl to read up some history of the city .","A visit to some cities also brought the opportunity for the owl to read up on the history of the city.","RS","Predicted Relationship: entailment with 87.27% confidence."
"The visit to Belfast also brings the opportunity for the owl to read up some history of the city .","A visit to Belfast also brought the opportunity for the owl to read up on all the history of the city.","antonym","Predicted Relationship: neutral with 73.53% confidence."
"The owl took the opportunity of freedom to pose for a photo with Nottingham's most famous resident - Robin Hood .","The Owl took the opportunity to pose for a photograph of the famous Nottingham resident Robin Hood.","RD","Predicted Relationship: entailment with 99.53% confidence."
"The owl took the opportunity of freedom to pose for a photo with Nottingham's most famous resident - Robin Hood .","The Owl took the opportunity to be free to take photos of the most famous Nottingham resident Robin Hood.","hypernym","Predicted Relationship: entailment with 97.22% confidence."
"The owl took the opportunity of freedom to pose for a photo with Nottingham's most famous resident - Robin Hood .","The Owl took no opportunity to pose for the most famous Nottingham resident Robin Hood.","polarity_negation","Predicted Relationship: contradiction with 99.39% confidence."
"The owl took the opportunity of freedom to pose for a photo with Nottingham's most famous resident - Robin Hood .","The Owl took the opportunity to pose for the most famous Hood resident Robin Nottingham.","RS","Predicted Relationship: entailment with 46.26% confidence."
"The owl took the opportunity of freedom to pose for a photo with Nottingham's most famous resident - Robin Hood .","The Owl abstained from the opportunity to pose for photos with the most famous Nottingham resident Robin Hood.","antonym","Predicted Relationship: contradiction with 99.10% confidence."
"The owl could escape the queues for the Belfast boat tours by flying in, surely... Richard, who lives above the pub, added: 'It's a little bit crazy and just a bit weird how it all came about.","The owl sure could escape the queue for a Belfast tour by flying in.","RD","Predicted Relationship: entailment with 99.69% confidence."
"The owl could escape the queues for the Belfast boat tours by flying in, surely... Richard, who lives above the pub, added: 'It's a little bit crazy and just a bit weird how it all came about.","The owl sure could escape the queue at the Belfast boat period by flying in.","hypernym","Predicted Relationship: entailment with 85.69% confidence."
"The owl could escape the queues for the Belfast boat tours by flying in, surely... Richard, who lives above the pub, added: 'It's a little bit crazy and just a bit weird how it all came about.","The owl sure can escape the queue for the un-Belfast boat tour by flying in.","polarity_negation","Predicted Relationship: contradiction with 99.25% confidence."
